Date,Time,Latitude,Longitude,Loop Count,Sweep Number,Channel Number,Channel Style,Bandwidth,Block Status,Antenna Gain,Cable Loss,Channel RSSI,Adjusted Channel RSSI,Cell Id,DSS,Ref Signal - Timeoffset,Ref Signal - Timeoffset (msec),Ref Signal - Delay Spread,Ref Signal - Received Power,Adjusted Ref Signal - Received Power,Ref Signal - Received Quality,Ref Signal - CINR,Sync Signal - Timeoffset,Sync Signal - Timeoffset (msec),Primary Sync Channel Received Power,Adjusted Primary Sync Channel Received Power,Primary Sync Channel Received Quality,Secondary Sync Channel Received Power,Secondary Sync Channel Received Quality,Sync Channel - CINR,MIB Decoded Number Of Antenna Ports,dl-Bandwidth,phich-Duration,phich-Resource,systemFrameNumber,schedulingInfo,LTE-M,cellIdentity,mnc,mcc,cellReservedForOperatorUse,trackingAreaCode,cellBarred,intraFreqReselection,csg-Indication,csg-Identity,q-RxLevMinOffset,freqBandIndicator,specialSubframePatterns,MIB,SIB1,SI,Frequency Offset
06/29/2026,15:56:49:085,38.903706,-77.007056,2,1,5780,4,10 MHz,0,0,0,-53.44,-53.44,411,1,218899,7.13,61,-83.83,-83.83,-14.99,-2.58,218901,7.13,-81.81,-81.81,-6.35,-84.32,-8.06,-6.09,4,3,0,2,245,13,Yes,167698963,410;100,310;313,1,4661,1,0,False,,,17,,6BD5A000,68CC42821989C402246B3FDC42702EA80C01840C22610BB61792FF65146400002A0300C1C42D9C740000000000000000,,
06/29/2026,15:56:49:085,38.903706,-77.007056,2,1,5780,4,10 MHz,0,0,0,-53.44,-53.44,293,1,218913,7.13,5,-87.49,-87.49,-18.64,-6.94,218917,7.13,-77.06,-77.06,-1.6,-78.74,-2.48,2.37,4,,,,,,,,,,,,,,,,,,,,,,
06/29/2026,15:56:49:085,38.903706,-77.007056,2,1,5780,4,10 MHz,0,0,0,-53.44,-53.44,23,1,218951,7.13,0,-88.6,-88.6,-19.71,-8.12,218915,7.13,-77.1,-77.1,-1.64,-85.72,-9.47,-1.31,2,,,,,,,,,,,,,,,,,,,,,,
06/29/2026,15:58:29:745,38.903686,-77.006898,3,2,5780,4,10 MHz,0,0,0,-65.55,-65.55,263,1,219001,7.13,8,-95.07,-95.07,-14.09,-2.22,218907,7.13,-92.93,-92.93,-4.79,-93.45,-5.05,-3.22,2,,,,,,,,,,,,,,,,,,,,,,
06/29/2026,15:58:29:745,38.903686,-77.006898,3,2,5780,4,10 MHz,0,0,0,-65.55,-65.55,411,1,218887,7.12,58,-99.36,-99.36,-18.4,-5.72,218907,7.13,-91.86,-91.86,-3.69,-92.94,-4.51,-1.91,4,3,0,2,245,13,Yes,,,,,,,,,,,,,,,,
06/29/2026,15:58:29:745,38.903686,-77.006898,3,2,5780,4,10 MHz,0,0,0,-65.55,-65.55,293,1,218897,7.13,13,-102.73,-102.73,-21.77,-11.73,218909,7.13,-93.1,-93.1,-4.88,-97.26,-8.83,-5.25,4,,,,,,,,,,,,,,,,,,,,,,
06/29/2026,15:58:29:745,38.903686,-77.006898,3,2,5780,4,10 MHz,0,0,0,-65.55,-65.55,23,1,218939,7.13,16,-104.53,-104.53,-23.56,-13.71,218907,7.13,-93.03,-93.03,-4.87,-99.77,-11.37,-5.95,2,,,,,,,,,,,,,,,,,,,,,,
06/29/2026,16:00:10:810,38.903665,-77.006741,4,3,5780,4,10 MHz,0,0,0,-68.74,-68.74,263,1,218991,7.13,2,-100.48,-100.48,-15.01,-2.68,218899,7.13,-97.96,-97.96,-3.89,-99.06,-4.64,-2.18,2,3,0,2,14,13,Yes,166483729,410;100,310;313,1,4661,1,0,False,,,17,,6839A000,68CC42821989C402246B3D8AE2302EA80C01840C22610B661792FF65146400002A0300C1C42D9CC80000000000000000,,
06/29/2026,16:00:10:810,38.903665,-77.006741,4,3,5780,4,10 MHz,0,0,0,-68.74,-68.74,411,1,218883,7.12,29,-105.34,-105.34,-19.85,-7.28,218887,7.12,-100.44,-100.44,-6.52,-101.41,-7.08,-5.76,4,3,0,2,245,13,Yes,167698963,410;100,310;313,1,4661,1,0,False,,,17,,6BD5A000,68CC42821989C402246B3FDC42702EA80C01840C22610BB61792FF65146400002A0300C1C42D9C740000000000000000,,
06/29/2026,16:00:10:810,38.903665,-77.006741,4,3,5780,4,10 MHz,0,0,0,-68.74,-68.74,293,1,218891,7.12,8,-110.19,-110.19,-24.71,-14.29,218899,7.13,-97.7,-97.7,-3.78,-102.31,-7.99,-3.79,4,3,0,2,171,13,Yes,167698961,410;100,310;313,1,4661,1,0,False,,,17,,6AADA000,68CC42821989C402246B3FDC42302EA80C01840C22610B6E1792FF65146400002A0300C1C42D9C4C0000000000000000,,
