Date,Time,Latitude,Longitude,Loop Count,Sweep Number,Channel Number,Channel Style,Block Status,Antenna Gain,Cable Loss,Antenna Gain RF2,Cable Loss RF2,SSB RSSI,Adjusted SSB RSSI,SSB RSSI2,Adjusted SSB RSSI2,Cell ID,Channel Frequency,Repetition Period,Subcarrier Spacing,Repetition Pattern,Channels,PCIs,Beams,Beam Index,Half Frame Number,Time Offset,Time Offset (msec),Primary Sync Signal - Received Power,Adjusted Primary Sync Signal - Received Power,Primary Sync Signal - Received Quality,Primary Sync Signal - CINR,Secondary Sync Signal - Received Power,Adjusted Secondary Sync Signal - Received Power,Secondary Sync Signal - Received Quality,Secondary Sync Signal - CINR,Secondary Sync Signal - Delay Spread,Sync Signal - CINR,DMRS-PBCH - Received Power,Adjusted DMRS-PBCH - Received Power,DMRS-PBCH - Received Quality,DMRS-PBCH - CINR,SSB - Received Power,Adjusted SSB - Received Power,SSB - Received Quality,SSB - CINR,BCCH-BCH-Master Information Block,BCCH-DL-SCH-System Information Block 1,MCC,MNC,Operation Mode,Bandwidth,fCarrier,TAC,Cell Identity,RedCap,TD Pattern,TD Pattern(Full),SIB1 Decode,Block Length,k_SSB,AL,Candidate,DCI type,DCI length,DCI Contents,Reserved1a, Reserved1b,Reserved2a, Reserved2b,Reserved3a, Reserved3b,Reserved4a, Reserved4b,Reserved5a, Reserved5b,Reserved6a, Reserved6b,Reserved7a, Reserved7b,Reserved8a, Reserved8b
06/29/2026,15:56:05:102,38.903706,-77.007056,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/29/2026,15:56:05:103,38.903701,-77.007017,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/29/2026,15:56:05:103,38.903696,-77.006977,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/29/2026,15:56:05:103,38.903691,-77.006938,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/29/2026,15:57:42:080,38.903686,-77.006898,5,6,634752,1,0,0,0,0,0,-80.9,-80.9,,,837,3521.280000,20,30,C,1,1,1,0,0,823368,6.69,-107.05,-107.05,-12.23,5.17,-106.85,-106.85,-12.36,4.78,0,5.87,-106.73,-106.73,-12.65,4.5,-106.88,-106.88,-12.61,5.36,432624,6C8121D010CC4282131388008161FB03CCAE29C00638008408608E0258626010240000269670CB30F9B82010000008400020834A0144039803A1844010000009A5CE1966C20900D8ACD541994645EF046E10DC31B8837146E30DC81B9237D92F8E8AB1D4024C00D804802030080400005457B90C,310;313,410;100,Stand Alone,40,3530.010000,1059903,25897294931,No,DDDFUU (3ms) | DDDD (2ms),D3-d6-f4u4-U2 | D4,0C12080010276B3600000000,12,12,08,00,10,39,6B3600000000,,
06/29/2026,15:57:42:089,38.903680,-77.006859,6,7,634752,1,0,0,0,0,0,-81.1,-81.1,,,837,3521.280000,20,30,C,1,1,1,0,0,823368,6.69,-107.21,-107.21,-12.42,4.64,-107.06,-107.06,-12.52,4.13,0,5.27,-106.53,-106.53,-12.19,4.26,-106.93,-106.93,-12.48,4.89,,,,,Stand Alone,40,3530.010000,1059903,25897294931,No,DDDFUU (3ms) | DDDD (2ms),D3-d6-f4u4-U2 | D4,,,,,,,,,,
06/29/2026,15:57:42:089,38.903675,-77.006820,7,8,634752,1,0,0,0,0,0,-81.1,-81.1,,,837,3521.280000,20,30,C,1,1,1,0,0,823368,6.69,-107.14,-107.14,-12.31,5.06,-107.04,-107.04,-12.7,3.49,0,5.1,-106.92,-106.92,-12.61,4.38,-107.04,-107.04,-12.63,4.85,,,,,Stand Alone,40,3530.010000,1059903,25897294931,No,DDDFUU (3ms) | DDDD (2ms),D3-d6-f4u4-U2 | D4,,,,,,,,,,
06/29/2026,15:57:42:089,38.903670,-77.006780,8,9,634752,1,0,0,0,0,0,-80.9,-80.9,,,837,3521.280000,20,30,C,1,1,1,0,0,823368,6.69,-107.13,-107.13,-12.53,4.08,-106.75,-106.75,-12.5,4.13,0,5,-106.43,-106.43,-12.33,4.5,-106.76,-106.76,-12.56,4.82,,,,,Stand Alone,40,3530.010000,1059903,25897294931,No,DDDFUU (3ms) | DDDD (2ms),D3-d6-f4u4-U2 | D4,,,,,,,,,,
06/29/2026,15:59:30:849,38.903665,-77.006741,9,10,634752,1,0,0,0,0,0,-93.8,-93.8,,,837,3521.280000,20,30,C,1,1,1,0,0,823336,6.69,-119.23,-119.23,-12.33,4.92,-119.95,-119.95,-12.81,3.46,0,5.09,-119.98,-119.98,-13.19,2.82,-119.7,-119.7,-12.84,4.27,152624,6C8121D010CC4282131388008161FB03CCAE29C00638008408608E0258626010240000269670CB30F9B82010000008400020834A0144039803A1844010000009A5CE1966C20900D8ACD541994645EF046E10DC31B8837146E30DC81B9237D92F8E8AB1D4024C00D804802030080400005457B90C,310;313,410;100,Stand Alone,40,3530.010000,1059903,25897294931,No,DDDFUU (3ms) | DDDD (2ms),D3-d6-f4u4-U2 | D4,0C12080010276A3600000000,12,12,08,00,10,39,6A3600000000,,
06/29/2026,16:00:45:562,38.903517,-77.005910,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/29/2026,16:02:29:181,38.903463,-77.005605,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/29/2026,16:03:59:046,38.903409,-77.005299,12,13,634752,1,0,0,0,0,0,-88.5,-88.5,,,293,3521.280000,20,30,C,1,2,1,0,0,822828,6.69,-114.16,-114.16,-11.58,9.16,-117.45,-117.45,-15.13,-1.36,0,2.63,-115.81,-115.81,-14.33,0.02,-115.6,-115.6,-13.81,1.66,2D2624,,,,Stand Alone,40,3530.010000,,,,,,,,,,,,,,,
06/29/2026,16:03:59:046,38.903409,-77.005299,12,13,634752,1,0,0,0,0,0,-88.5,-88.5,,,185,3521.280000,20,30,C,1,2,1,0,0,822816,6.69,-114.15,-114.15,-11.57,9.19,-117.65,-117.65,-15.34,-1.49,64,2.65,-117.29,-117.29,-15.81,-2.21,-116.04,-116.04,-14.25,0.89,2D2624,,,,Stand Alone,40,3530.010000,,,,,,,,,,,,,,,
06/29/2026,16:05:46:748,38.903508,-77.005975,13,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
