Date,Time,Latitude,Longitude,Loop Count,Sweep Number,Channel Number,Channel Style,Bandwidth,Block Status,Antenna Gain,Cable Loss,Channel RSSI,Adjusted Channel RSSI,Cell Id,DSS,Ref Signal - Timeoffset,Ref Signal - Timeoffset (msec),Ref Signal - Delay Spread,Ref Signal - Received Power,Adjusted Ref Signal - Received Power,Ref Signal - Received Quality,Ref Signal - CINR,Sync Signal - Timeoffset,Sync Signal - Timeoffset (msec),Primary Sync Channel Received Power,Adjusted Primary Sync Channel Received Power,Primary Sync Channel Received Quality,Secondary Sync Channel Received Power,Secondary Sync Channel Received Quality,Sync Channel - CINR,MIB Decoded Number Of Antenna Ports,dl-Bandwidth,phich-Duration,phich-Resource,systemFrameNumber,schedulingInfo,LTE-M,cellIdentity,mnc,mcc,cellReservedForOperatorUse,trackingAreaCode,cellBarred,intraFreqReselection,csg-Indication,csg-Identity,q-RxLevMinOffset,freqBandIndicator,specialSubframePatterns,MIB,SIB1,SI,Frequency Offset
06/29/2026,15:56:56:586,38.903706,-77.007056,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/29/2026,15:58:39:221,38.903686,-77.006898,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/29/2026,16:00:12:431,38.903665,-77.006741,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/29/2026,16:01:39:223,38.903517,-77.005910,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/29/2026,16:03:16:400,38.903409,-77.005299,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/29/2026,16:04:57:577,38.903400,-77.005370,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/29/2026,16:06:25:374,38.903508,-77.005975,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/29/2026,16:07:46:492,38.903495,-77.006025,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/29/2026,16:09:15:965,38.903482,-77.006075,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/29/2026,16:10:37:127,38.903450,-77.006161,11,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/29/2026,16:12:13:941,38.903344,-77.005557,12,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/29/2026,16:13:48:631,38.903436,-77.006189,13,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/29/2026,16:15:25:571,38.903411,-77.006283,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/29/2026,16:17:02:824,38.903335,-77.005914,15,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/29/2026,16:18:43:938,38.903307,-77.005623,16,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/29/2026,16:20:21:908,38.903348,-77.005847,17,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/29/2026,16:21:58:111,38.903403,-77.006285,18,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/29/2026,16:23:29:358,38.903376,-77.006353,19,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/29/2026,16:25:10:097,38.903262,-77.005834,20,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/29/2026,16:26:48:676,38.903297,-77.006107,21,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/29/2026,16:28:34:514,38.903324,-77.006193,22,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/29/2026,16:30:15:358,38.903559,-77.007502,23,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/29/2026,16:31:53:578,38.903573,-77.007460,24,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/29/2026,16:33:27:543,38.903460,-77.006826,25,24,9260,4,10 MHz,0,0,0,-70.94,-70.94,411,1,218635,7.12,58,-96.93,-96.93,-12.46,2.66,218669,7.12,-89.52,-89.52,-2.54,-90.6,-2.95,0.58,4,3,0,2,202,0,No,167699163,410;100,310;313,1,4661,1,0,False,,,14,,6B280000,48CC42821989C402246B3FDC5B7031A3006103089842F182A495018060610000,,
06/29/2026,16:33:27:543,38.903460,-77.006826,25,24,9260,4,10 MHz,0,0,0,-70.94,-70.94,23,1,218675,7.12,8,-102.79,-102.79,-18.32,-6.67,218645,7.12,-90.15,-90.15,-3.16,-97.24,-9.6,-3.47,2,3,0,2,202,0,No,166705624,410;100,310;313,1,4670,1,0,False,,,14,,6B280000,48CC42821989C402247D3DF73B1031A3006103089842F782A495018060610000,,
06/29/2026,16:33:27:543,38.903460,-77.006826,25,24,9260,4,10 MHz,0,0,0,-70.94,-70.94,293,1,218637,7.12,34,-102.9,-102.9,-18.43,-6.72,218645,7.12,-90.08,-90.08,-3.09,-93.35,-5.68,-1.96,4,3,0,2,236,0,No,167699161,410;100,310;313,1,4661,1,0,False,,,14,,6BB00000,48CC42821989C402246B3FDC5B3031A3006103089842C182A495018060610000,,
06/29/2026,16:35:00:571,38.903470,-77.006634,26,25,9260,4,10 MHz,0,0,0,-72.54,-72.54,23,1,218663,7.12,5,-98.49,-98.49,-11.59,2.14,218655,7.12,-97.35,-97.35,-2.05,-98.05,-2.54,1.59,2,3,0,2,202,0,No,166705624,410;100,310;313,1,4670,1,0,False,,,14,,6B280000,48CC42821989C402247D3DF73B1031A3006103089842F782A495018060610000,,
06/29/2026,16:35:00:571,38.903470,-77.006634,26,25,9260,4,10 MHz,0,0,0,-72.54,-72.54,411,1,218623,7.12,18,-112.39,-112.39,-25.47,-12.59,218631,7.12,-102.3,-102.3,-7.01,-104.54,-9.04,-7.11,4,3,0,2,202,0,No,167699163,410;100,310;313,1,4661,1,0,False,,,14,,6B280000,48CC42821989C402246B3FDC5B7031A3006103089842F182A495018060610000,,
06/29/2026,16:35:00:571,38.903470,-77.006634,26,25,9260,4,10 MHz,0,0,0,-72.54,-72.54,293,1,218627,7.12,2,-115.85,-115.85,-28.91,-19.57,218655,7.12,-97.33,-97.33,-2.05,-104,-8.49,-1.96,4,3,0,2,236,0,No,167699161,410;100,310;313,1,4661,1,0,False,,,14,,6BB00000,48CC42821989C402246B3FDC5B3031A3006103089842C182A495018060610000,,
06/29/2026,16:36:21:934,38.903518,-77.006636,27,26,9260,4,10 MHz,0,0,0,-78.83,-78.83,411,1,218621,7.12,34,-108.97,-108.97,-15.84,-1.99,218633,7.12,-96.69,-96.69,-1.19,-97.96,-1.59,4.3,4,3,0,2,202,0,No,167699163,410;100,310;313,1,4661,1,0,False,,,14,,6B280000,48CC42821989C402246B3FDC5B7031A3006103089842F182A495018060610000,,
06/29/2026,16:36:21:934,38.903518,-77.006636,27,26,9260,4,10 MHz,0,0,0,-78.83,-78.83,23,1,218661,7.12,29,-115.81,-115.81,-22.66,-11.02,218643,7.12,-100.84,-100.84,-5.35,-106.81,-10.34,-5.93,2,3,0,2,202,0,No,166705624,410;100,310;313,1,4670,1,0,False,,,14,,6B280000,48CC42821989C402247D3DF73B1031A3006103089842F782A495018060610000,,
06/29/2026,16:36:21:934,38.903518,-77.006636,27,26,9260,4,10 MHz,0,0,0,-78.83,-78.83,293,1,218619,7.12,24,-120.35,-120.35,-27.16,-15.86,218643,7.12,-100.85,-100.85,-5.36,-105.7,-9.31,-5.68,4,3,0,2,236,0,No,167699161,410;100,310;313,1,4661,1,0,False,,,14,,6BB00000,48CC42821989C402246B3FDC5B3031A3006103089842C182A495018060610000,,
06/29/2026,16:36:21:934,38.903518,-77.006636,27,26,9260,4,10 MHz,0,0,0,-78.83,-78.83,40,1,218657,7.12,0,-124.28,-124.28,-30.98,-20.64,218661,7.12,-107.32,-107.32,-11.82,-106.07,-9.66,-10.34,0,,,,,,,,,,,,,,,,,,,,,,
